stock,filing_date,release_type,gap,move_up,move_down,move_close,vp_before,vp_after
BBY,2025-03-19,AMC,"date
2025-03-19 04:00:00   NaN
2025-03-20 04:00:00   NaN
dtype: float64","date
2025-03-20 04:00:00    2.23
dtype: float64","date
2025-03-20 04:00:00   -0.16
dtype: float64","date
2025-03-20 04:00:00   -0.08
dtype: float64",183669951,195965715
TECH,2024-08-22,AMC,"date
2024-08-22 04:00:00   NaN
2024-08-23 04:00:00   NaN
dtype: float64","date
2024-08-23 04:00:00    2.03
dtype: float64","date
2024-08-23 04:00:00   -1.07
dtype: float64","date
2024-08-23 04:00:00    0.53
dtype: float64",33638599,38168605
TECH,2024-02-07,AMC,"date
2024-02-07 05:00:00   NaN
2024-02-08 05:00:00   NaN
dtype: float64","date
2024-02-08 05:00:00    2.4
dtype: float64","date
2024-02-08 05:00:00   -0.49
dtype: float64","date
2024-02-08 05:00:00    1.93
dtype: float64",62544565,64785133
TECH,2024-11-05,AMC,"date
2024-11-05 05:00:00   NaN
2024-11-06 05:00:00   NaN
dtype: float64","date
2024-11-06 05:00:00    0.0
dtype: float64","date
2024-11-06 05:00:00   -7.39
dtype: float64","date
2024-11-06 05:00:00   -6.15
dtype: float64",42097129,88886706
BIIB,2024-10-30,AMC,"date
2024-10-30 04:00:00   NaN
2024-10-31 04:00:00   NaN
dtype: float64","date
2024-10-31 04:00:00    0.77
dtype: float64","date
2024-10-31 04:00:00   -2.38
dtype: float64","date
2024-10-31 04:00:00   -2.31
dtype: float64",295847553,312693121
BIIB,2025-07-31,BMO,"date
2025-07-30 04:00:00   NaN
2025-07-31 04:00:00   NaN
dtype: float64","date
2025-07-31 04:00:00    1.83
dtype: float64","date
2025-07-31 04:00:00   -4.33
dtype: float64","date
2025-07-31 04:00:00   -3.76
dtype: float64",239611491,430932768
BIIB,2025-10-30,BMO,"date
2025-10-29 04:00:00   NaN
2025-10-30 04:00:00   NaN
dtype: float64","date
2025-10-30 04:00:00    10.24
dtype: float64","date
2025-10-30 04:00:00   -1.5
dtype: float64","date
2025-10-30 04:00:00    6.79
dtype: float64",362360649,384600838
BLK,2025-05-07,AMC,"date
2025-05-07 04:00:00   NaN
2025-05-08 04:00:00   NaN
dtype: float64","date
2025-05-08 04:00:00    1.61
dtype: float64","date
2025-05-08 04:00:00   -0.3
dtype: float64","date
2025-05-08 04:00:00   -0.15
dtype: float64",504159402,582885870
XYZ,2025-02-24,AMC,"date
2025-02-24 05:00:00   NaN
2025-02-25 05:00:00   NaN
dtype: float64","date
2025-02-25 05:00:00    0.27
dtype: float64","date
2025-02-25 05:00:00   -5.47
dtype: float64","date
2025-02-25 05:00:00   -5.1
dtype: float64",1126400485,1250454576
XYZ,2025-05-01,AMC,"date
2025-05-01 04:00:00   NaN
2025-05-02 04:00:00   NaN
dtype: float64","date
2025-05-02 04:00:00    3.7
dtype: float64","date
2025-05-02 04:00:00   -2.33
dtype: float64","date
2025-05-02 04:00:00    2.66
dtype: float64",623803294,2460246212
XYZ,2025-08-07,AMC,"date
2025-08-07 04:00:00   NaN
2025-08-08 04:00:00   NaN
dtype: float64","date
2025-08-08 04:00:00    0.46
dtype: float64","date
2025-08-08 04:00:00   -10.87
dtype: float64","date
2025-08-08 04:00:00   -10.64
dtype: float64",1150351204,1872517424
XYZ,2025-11-06,AMC,"date
2025-11-06 05:00:00   NaN
2025-11-07 05:00:00   NaN
dtype: float64","date
2025-11-07 05:00:00    8.77
dtype: float64","date
2025-11-07 05:00:00    0.0
dtype: float64","date
2025-11-07 05:00:00    6.67
dtype: float64",796996929,1313252245
BK,2024-02-28,AMC,"date
2024-02-28 05:00:00   NaN
2024-02-29 05:00:00   NaN
dtype: float64","date
2024-02-29 05:00:00    0.64
dtype: float64","date
2024-02-29 05:00:00   -0.47
dtype: float64","date
2024-02-29 05:00:00    0.36
dtype: float64",177296581,400101196
BK,2024-08-02,BMO,"date
2024-08-01 04:00:00   NaN
2024-08-02 04:00:00   NaN
dtype: float64","date
2024-08-02 04:00:00    1.27
dtype: float64","date
2024-08-02 04:00:00   -1.9
dtype: float64","date
2024-08-02 04:00:00   -1.14
dtype: float64",320523128,393455320
BK,2025-05-02,BMO,"date
2025-05-01 04:00:00   NaN
2025-05-02 04:00:00   NaN
dtype: float64","date
2025-05-02 04:00:00    1.17
dtype: float64","date
2025-05-02 04:00:00   -0.46
dtype: float64","date
2025-05-02 04:00:00   -0.26
dtype: float64",265052178,356990955
BK,2025-10-31,BMO,"date
2025-10-30 04:00:00   NaN
2025-10-31 04:00:00   NaN
dtype: float64","date
2025-10-31 04:00:00    0.89
dtype: float64","date
2025-10-31 04:00:00   -0.57
dtype: float64","date
2025-10-31 04:00:00    0.57
dtype: float64",255734570,297342831
BKNG,2024-02-22,AMC,"date
2024-02-22 05:00:00   NaN
2024-02-23 05:00:00   NaN
dtype: float64","date
2024-02-23 05:00:00    0.0
dtype: float64","date
2024-02-23 05:00:00   -5.6
dtype: float64","date
2024-02-23 05:00:00   -5.2
dtype: float64",1849422298,3544683712
BKNG,2025-02-20,AMC,"date
2025-02-20 05:00:00   NaN
2025-02-21 05:00:00   NaN
dtype: float64","date
2025-02-21 05:00:00    1.31
dtype: float64","date
2025-02-21 05:00:00   -4.67
dtype: float64","date
2025-02-21 05:00:00   -4.27
dtype: float64",1513588496,3777357126
BKNG,2024-05-02,AMC,"date
2024-05-02 04:00:00   NaN
2024-05-03 04:00:00   NaN
dtype: float64","date
2024-05-03 04:00:00    1.3
dtype: float64","date
2024-05-03 04:00:00   -3.6
dtype: float64","date
2024-05-03 04:00:00   -3.31
dtype: float64",1577305426,1978445500
BKNG,2024-08-01,AMC,"date
2024-08-01 04:00:00   NaN
2024-08-02 04:00:00   NaN
dtype: float64","date
2024-08-02 04:00:00    4.65
dtype: float64","date
2024-08-02 04:00:00   -0.62
dtype: float64","date
2024-08-02 04:00:00    0.5
dtype: float64",2022312240,2654646710
BKNG,2024-10-30,AMC,"date
2024-10-30 04:00:00   NaN
2024-10-31 04:00:00   NaN
dtype: float64","date
2024-10-31 04:00:00    2.59
dtype: float64","date
2024-10-31 04:00:00   -1.9
dtype: float64","date
2024-10-31 04:00:00   -1.22
dtype: float64",1431564495,2433389616
BKNG,2025-04-29,AMC,"date
2025-04-29 04:00:00   NaN
2025-04-30 04:00:00   NaN
dtype: float64","date
2025-04-30 04:00:00    8.11
dtype: float64","date
2025-04-30 04:00:00   -0.2
dtype: float64","date
2025-04-30 04:00:00    7.76
dtype: float64",1827588507,2167739918
BKNG,2025-07-29,AMC,"date
2025-07-29 04:00:00   NaN
2025-07-30 04:00:00   NaN
dtype: float64","date
2025-07-30 04:00:00    3.67
dtype: float64","date
2025-07-30 04:00:00   -1.06
dtype: float64","date
2025-07-30 04:00:00    2.24
dtype: float64",1813461292,2040539670
BKNG,2025-10-28,AMC,"date
2025-10-28 04:00:00   NaN
2025-10-29 04:00:00   NaN
dtype: float64","date
2025-10-29 04:00:00    0.38
dtype: float64","date
2025-10-29 04:00:00   -5.23
dtype: float64","date
2025-10-29 04:00:00   -2.39
dtype: float64",2086678360,2400886217
BSX,2024-05-01,AMC,"date
2024-05-01 04:00:00   NaN
2024-05-02 04:00:00   NaN
dtype: float64","date
2024-05-02 04:00:00    0.12
dtype: float64","date
2024-05-02 04:00:00   -2.07
dtype: float64","date
2024-05-02 04:00:00   -0.61
dtype: float64",434783342,551531992
BSX,2025-05-01,BMO,"date
2025-04-30 04:00:00   NaN
2025-05-01 04:00:00   NaN
dtype: float64","date
2025-05-01 04:00:00    1.04
dtype: float64","date
2025-05-01 04:00:00   -1.22
dtype: float64","date
2025-05-01 04:00:00    0.42
dtype: float64",689497490,843254314
AVGO,2025-12-18,AMC,"date
2025-12-18 05:00:00   NaN
2025-12-19 05:00:00   NaN
dtype: float64","date
2025-12-19 05:00:00    3.03
dtype: float64","date
2025-12-19 05:00:00   -0.23
dtype: float64","date
2025-12-19 05:00:00    2.11
dtype: float64",17979092709,53031998492
AVGO,2024-03-14,AMC,"date
2024-03-14 04:00:00   NaN
2024-03-15 04:00:00   NaN
dtype: float64","date
2024-03-15 04:00:00    1.11
dtype: float64","date
2024-03-15 04:00:00   -1.87
dtype: float64","date
2024-03-15 04:00:00   -1.43
dtype: float64",4800334549,11133546338
AVGO,2024-06-12,AMC,"date
2024-06-12 04:00:00   NaN
2024-06-13 04:00:00   NaN
dtype: float64","date
2024-06-13 04:00:00    1.51
dtype: float64","date
2024-06-13 04:00:00   -3.36
dtype: float64","date
2024-06-13 04:00:00   -1.81
dtype: float64",8479148380,15229371150
AVGO,2024-09-11,AMC,"date
2024-09-11 04:00:00   NaN
2024-09-12 04:00:00   NaN
dtype: float64","date
2024-09-12 04:00:00    5.2
dtype: float64","date
2024-09-12 04:00:00   -0.8
dtype: float64","date
2024-09-12 04:00:00    4.09
dtype: float64",6283440234,6890301077
BRO,2025-02-12,AMC,"date
2025-02-12 05:00:00   NaN
2025-02-13 05:00:00   NaN
dtype: float64","date
2025-02-13 05:00:00    1.11
dtype: float64","date
2025-02-13 05:00:00   -0.5
dtype: float64","date
2025-02-13 05:00:00    1.03
dtype: float64",113335369,161003253
BRO,2024-07-22,AMC,"date
2024-07-22 04:00:00   NaN
2024-07-23 04:00:00   NaN
dtype: float64","date
2024-07-23 04:00:00    2.14
dtype: float64","date
2024-07-23 04:00:00   -1.61
dtype: float64","date
2024-07-23 04:00:00    1.08
dtype: float64",112639662,278532299
BRO,2024-10-28,AMC,"date
2024-10-28 04:00:00   NaN
2024-10-29 04:00:00   NaN
dtype: float64","date
2024-10-29 04:00:00    3.11
dtype: float64","date
2024-10-29 04:00:00   -0.32
dtype: float64","date
2024-10-29 04:00:00    1.3
dtype: float64",197348892,254506171
BRO,2025-04-28,AMC,"date
2025-04-28 04:00:00   NaN
2025-04-29 04:00:00   NaN
dtype: float64","date
2025-04-29 04:00:00    1.76
dtype: float64","date
2025-04-29 04:00:00   -2.22
dtype: float64","date
2025-04-29 04:00:00    0.29
dtype: float64",242038948,353713509
BRO,2025-07-28,AMC,"date
2025-07-28 04:00:00   NaN
2025-07-29 04:00:00   NaN
dtype: float64","date
2025-07-29 04:00:00    0.84
dtype: float64","date
2025-07-29 04:00:00   -5.89
dtype: float64","date
2025-07-29 04:00:00   -5.52
dtype: float64",425719617,1018663336
BRO,2025-10-27,AMC,"date
2025-10-27 04:00:00   NaN
2025-10-28 04:00:00   NaN
dtype: float64","date
2025-10-28 04:00:00    0.0
dtype: float64","date
2025-10-28 04:00:00   -6.18
dtype: float64","date
2025-10-28 04:00:00   -5.04
dtype: float64",321871647,641433143
BLDR,2024-11-05,AMC,"date
2024-11-05 05:00:00   NaN
2024-11-06 05:00:00   NaN
dtype: float64","date
2024-11-06 05:00:00    2.72
dtype: float64","date
2024-11-06 05:00:00   -2.79
dtype: float64","date
2024-11-06 05:00:00    2.06
dtype: float64",386917707,577227694
BG,2025-11-05,AMC,"date
2025-11-05 05:00:00   NaN
2025-11-06 05:00:00   NaN
dtype: float64","date
2025-11-06 05:00:00    0.74
dtype: float64","date
2025-11-06 05:00:00   -2.86
dtype: float64","date
2025-11-06 05:00:00   -2.17
dtype: float64",240914862,277068736
BG,2025-08-05,BMO,"date
2025-08-04 04:00:00   NaN
2025-08-05 04:00:00   NaN
dtype: float64","date
2025-08-05 04:00:00    1.87
dtype: float64","date
2025-08-05 04:00:00   -0.48
dtype: float64","date
2025-08-05 04:00:00    1.49
dtype: float64",184757768,212580544
CDNS,2025-02-20,AMC,"date
2025-02-20 05:00:00   NaN
2025-02-21 05:00:00   NaN
dtype: float64","date
2025-02-21 05:00:00    0.24
dtype: float64","date
2025-02-21 05:00:00   -4.8
dtype: float64","date
2025-02-21 05:00:00   -4.24
dtype: float64",978612813,1228537327
CZR,2025-02-25,AMC,"date
2025-02-25 05:00:00   NaN
2025-02-26 05:00:00   NaN
dtype: float64","date
2025-02-26 05:00:00    1.31
dtype: float64","date
2025-02-26 05:00:00   -4.41
dtype: float64","date
2025-02-26 05:00:00   -3.44
dtype: float64",216226673,225998245
CZR,2024-04-30,AMC,"date
2024-04-30 04:00:00   NaN
2024-05-01 04:00:00   NaN
dtype: float64","date
2024-05-01 04:00:00    6.12
dtype: float64","date
2024-05-01 04:00:00   -0.57
dtype: float64","date
2024-05-01 04:00:00    3.0
dtype: float64",262641660,409226350
CZR,2024-07-30,AMC,"date
2024-07-30 04:00:00   NaN
2024-07-31 04:00:00   NaN
dtype: float64","date
2024-07-31 04:00:00    5.38
dtype: float64","date
2024-07-31 04:00:00   -0.78
dtype: float64","date
2024-07-31 04:00:00    0.35
dtype: float64",292386042,543886091
CZR,2024-10-29,AMC,"date
2024-10-29 04:00:00   NaN
2024-10-30 04:00:00   NaN
dtype: float64","date
2024-10-30 04:00:00    2.55
dtype: float64","date
2024-10-30 04:00:00   -6.04
dtype: float64","date
2024-10-30 04:00:00   -2.86
dtype: float64",199219412,455640457
CZR,2025-04-29,AMC,"date
2025-04-29 04:00:00   NaN
2025-04-30 04:00:00   NaN
dtype: float64","date
2025-04-30 04:00:00    0.03
dtype: float64","date
2025-04-30 04:00:00   -6.97
dtype: float64","date
2025-04-30 04:00:00   -5.78
dtype: float64",247077274,250414332
CZR,2025-07-29,AMC,"date
2025-07-29 04:00:00   NaN
2025-07-30 04:00:00   NaN
dtype: float64","date
2025-07-30 04:00:00    3.17
dtype: float64","date
2025-07-30 04:00:00   -3.45
dtype: float64","date
2025-07-30 04:00:00   -1.9
dtype: float64",265170263,318979738
CZR,2025-10-28,AMC,"date
2025-10-28 04:00:00   NaN
2025-10-29 04:00:00   NaN
dtype: float64","date
2025-10-29 04:00:00    1.62
dtype: float64","date
2025-10-29 04:00:00   -8.58
dtype: float64","date
2025-10-29 04:00:00   -8.17
dtype: float64",215310744,532985628
CPB,2024-03-06,BMO,"date
2024-03-05 05:00:00   NaN
2024-03-06 05:00:00   NaN
dtype: float64","date
2024-03-06 05:00:00    1.6
dtype: float64","date
2024-03-06 05:00:00   -4.05
dtype: float64","date
2024-03-06 05:00:00   -2.46
dtype: float64",151342227,278388955
CPB,2024-06-05,BMO,"date
2024-06-04 04:00:00   NaN
2024-06-05 04:00:00   NaN
dtype: float64","date
2024-06-05 04:00:00    2.89
dtype: float64","date
2024-06-05 04:00:00   -1.94
dtype: float64","date
2024-06-05 04:00:00    1.97
dtype: float64",184592876,278515641
CPB,2024-12-04,BMO,"date
2024-12-03 05:00:00   NaN
2024-12-04 05:00:00   NaN
dtype: float64","date
2024-12-04 05:00:00    0.36
dtype: float64","date
2024-12-04 05:00:00   -2.11
dtype: float64","date
2024-12-04 05:00:00   -1.91
dtype: float64",172726204,268961999
CPB,2025-03-05,BMO,"date
2025-03-04 05:00:00   NaN
2025-03-05 05:00:00   NaN
dtype: float64","date
2025-03-05 05:00:00    3.86
dtype: float64","date
2025-03-05 05:00:00   -0.76
dtype: float64","date
2025-03-05 05:00:00    2.14
dtype: float64",243244506,293091382
CPB,2025-12-09,BMO,"date
2025-12-08 05:00:00   NaN
2025-12-09 05:00:00   NaN
dtype: float64","date
2025-12-09 05:00:00    0.25
dtype: float64","date
2025-12-09 05:00:00   -8.0
dtype: float64","date
2025-12-09 05:00:00   -6.88
dtype: float64",391424083,569897117
COF,2024-08-01,AMC,"date
2024-08-01 04:00:00   NaN
2024-08-02 04:00:00   NaN
dtype: float64","date
2024-08-02 04:00:00    0.0
dtype: float64","date
2024-08-02 04:00:00   -4.02
dtype: float64","date
2024-08-02 04:00:00   -3.8
dtype: float64",467065644,501228183
COF,2025-05-07,AMC,"date
2025-05-07 04:00:00   NaN
2025-05-08 04:00:00   NaN
dtype: float64","date
2025-05-08 04:00:00    1.97
dtype: float64","date
2025-05-08 04:00:00   -0.24
dtype: float64","date
2025-05-08 04:00:00    0.3
dtype: float64",883130498,960057241
COF,2025-07-30,AMC,"date
2025-07-30 04:00:00   NaN
2025-07-31 04:00:00   NaN
dtype: float64","date
2025-07-31 04:00:00    0.91
dtype: float64","date
2025-07-31 04:00:00   -0.44
dtype: float64","date
2025-07-31 04:00:00    0.31
dtype: float64",747151574,921507334
CAH,2024-08-14,BMO,"date
2024-08-13 04:00:00   NaN
2024-08-14 04:00:00   NaN
dtype: float64","date
2024-08-14 04:00:00    0.0
dtype: float64","date
2024-08-14 04:00:00   -3.66
dtype: float64","date
2024-08-14 04:00:00   -2.42
dtype: float64",202151738,470302845
CAH,2025-08-12,BMO,"date
2025-08-11 04:00:00   NaN
2025-08-12 04:00:00   NaN
dtype: float64","date
2025-08-12 04:00:00    5.17
dtype: float64","date
2025-08-12 04:00:00   -2.3
dtype: float64","date
2025-08-12 04:00:00    3.76
dtype: float64",490589045,1106371691
CAH,2024-05-02,BMO,"date
2024-05-01 04:00:00   NaN
2024-05-02 04:00:00   NaN
dtype: float64","date
2024-05-02 04:00:00    6.68
dtype: float64","date
2024-05-02 04:00:00    0.0
dtype: float64","date
2024-05-02 04:00:00    2.98
dtype: float64",292094630,368481300
CAH,2024-11-01,BMO,"date
2024-10-31 04:00:00   NaN
2024-11-01 04:00:00   NaN
dtype: float64","date
2024-11-01 04:00:00    5.54
dtype: float64","date
2024-11-01 04:00:00    0.0
dtype: float64","date
2024-11-01 04:00:00    2.89
dtype: float64",312284422,437529832
CAH,2025-05-01,BMO,"date
2025-04-30 04:00:00   NaN
2025-05-01 04:00:00   NaN
dtype: float64","date
2025-05-01 04:00:00    5.19
dtype: float64","date
2025-05-01 04:00:00   -2.36
dtype: float64","date
2025-05-01 04:00:00    3.94
dtype: float64",490160442,565042697
CAH,2025-10-30,BMO,"date
2025-10-29 04:00:00   NaN
2025-10-30 04:00:00   NaN
dtype: float64","date
2025-10-30 04:00:00    7.55
dtype: float64","date
2025-10-30 04:00:00    0.0
dtype: float64","date
2025-10-30 04:00:00    4.63
dtype: float64",463231235,1301562924
CBOE,2025-02-21,BMO,"date
2025-02-20 05:00:00   NaN
2025-02-21 05:00:00   NaN
dtype: float64","date
2025-02-21 05:00:00    1.04
dtype: float64","date
2025-02-21 05:00:00   -1.0
dtype: float64","date
2025-02-21 05:00:00    0.92
dtype: float64",100524358,169706087
CBOE,2024-08-02,BMO,"date
2024-08-01 04:00:00   NaN
2024-08-02 04:00:00   NaN
dtype: float64","date
2024-08-02 04:00:00    4.78
dtype: float64","date
2024-08-02 04:00:00    0.0
dtype: float64","date
2024-08-02 04:00:00    4.13
dtype: float64",219377437,267140408
CBOE,2025-05-02,BMO,"date
2025-05-01 04:00:00   NaN
2025-05-02 04:00:00   NaN
dtype: float64","date
2025-05-02 04:00:00    4.8
dtype: float64","date
2025-05-02 04:00:00   -2.23
dtype: float64","date
2025-05-02 04:00:00    3.4
dtype: float64",240857429,300199143
CBOE,2025-08-01,BMO,"date
2025-07-31 04:00:00   NaN
2025-08-01 04:00:00   NaN
dtype: float64","date
2025-08-01 04:00:00    3.39
dtype: float64","date
2025-08-01 04:00:00   -0.13
dtype: float64","date
2025-08-01 04:00:00    2.62
dtype: float64",226140353,320600205
CBOE,2025-10-31,BMO,"date
2025-10-30 04:00:00   NaN
2025-10-31 04:00:00   NaN
dtype: float64","date
2025-10-31 04:00:00    4.94
dtype: float64","date
2025-10-31 04:00:00   -0.18
dtype: float64","date
2025-10-31 04:00:00    2.62
dtype: float64",266549783,420833151
CBRE,2024-07-25,BMO,"date
2024-07-24 04:00:00   NaN
2024-07-25 04:00:00   NaN
dtype: float64","date
2024-07-25 04:00:00    6.23
dtype: float64","date
2024-07-25 04:00:00   -0.98
dtype: float64","date
2024-07-25 04:00:00    3.23
dtype: float64",192932132,461406833
CBRE,2024-10-24,BMO,"date
2024-10-23 04:00:00   NaN
2024-10-24 04:00:00   NaN
dtype: float64","date
2024-10-24 04:00:00    4.16
dtype: float64","date
2024-10-24 04:00:00   -1.25
dtype: float64","date
2024-10-24 04:00:00    2.2
dtype: float64",230253483,596928023
CNC,2025-02-18,AMC,"date
2025-02-18 05:00:00   NaN
2025-02-19 05:00:00   NaN
dtype: float64","date
2025-02-19 05:00:00    3.44
dtype: float64","date
2025-02-19 05:00:00   -0.46
dtype: float64","date
2025-02-19 05:00:00    2.82
dtype: float64",211233907,349686223
CNC,2024-04-25,AMC,"date
2024-04-25 04:00:00   NaN
2024-04-26 04:00:00   NaN
dtype: float64","date
2024-04-26 04:00:00    1.37
dtype: float64","date
2024-04-26 04:00:00   -3.66
dtype: float64","date
2024-04-26 04:00:00    0.05
dtype: float64",275447955,472066784
CNC,2024-07-25,AMC,"date
2024-07-25 04:00:00   NaN
2024-07-26 04:00:00   NaN
dtype: float64","date
2024-07-26 04:00:00    7.58
dtype: float64","date
2024-07-26 04:00:00   -0.22
dtype: float64","date
2024-07-26 04:00:00    5.26
dtype: float64",367314632,672730966
CNC,2024-10-24,AMC,"date
2024-10-24 04:00:00   NaN
2024-10-25 04:00:00   NaN
dtype: float64","date
2024-10-25 04:00:00    0.16
dtype: float64","date
2024-10-25 04:00:00   -8.34
dtype: float64","date
2024-10-25 04:00:00   -8.26
dtype: float64",624271603,850024070
CNC,2025-04-24,AMC,"date
2025-04-24 04:00:00   NaN
2025-04-25 04:00:00   NaN
dtype: float64","date
2025-04-25 04:00:00    0.86
dtype: float64","date
2025-04-25 04:00:00   -4.01
dtype: float64","date
2025-04-25 04:00:00   -1.22
dtype: float64",315476125,516747319
CNC,2025-07-24,AMC,"date
2025-07-24 04:00:00   NaN
2025-07-25 04:00:00   NaN
dtype: float64","date
2025-07-25 04:00:00    6.1
dtype: float64","date
2025-07-25 04:00:00   -3.23
dtype: float64","date
2025-07-25 04:00:00    4.66
dtype: float64",1070860164,1722213366
CNC,2025-10-28,AMC,"date
2025-10-28 04:00:00   NaN
2025-10-29 04:00:00   NaN
dtype: float64","date
2025-10-29 04:00:00    2.65
dtype: float64","date
2025-10-29 04:00:00   -4.51
dtype: float64","date
2025-10-29 04:00:00    2.02
dtype: float64",464399591,997372861
CNP,2024-04-30,BMO,"date
2024-04-29 04:00:00   NaN
2024-04-30 04:00:00   NaN
dtype: float64","date
2024-04-30 04:00:00    1.16
dtype: float64","date
2024-04-30 04:00:00   -1.71
dtype: float64","date
2024-04-30 04:00:00    0.69
dtype: float64",107781973,213513097
CNP,2024-07-30,BMO,"date
2024-07-29 04:00:00   NaN
2024-07-30 04:00:00   NaN
dtype: float64","date
2024-07-30 04:00:00    0.53
dtype: float64","date
2024-07-30 04:00:00   -2.98
dtype: float64","date
2024-07-30 04:00:00   -2.5
dtype: float64",231276690,241011021
CNP,2025-04-24,BMO,"date
2025-04-23 04:00:00   NaN
2025-04-24 04:00:00   NaN
dtype: float64","date
2025-04-24 04:00:00    2.61
dtype: float64","date
2025-04-24 04:00:00   -0.32
dtype: float64","date
2025-04-24 04:00:00    2.07
dtype: float64",195256573,227527219
CNP,2025-07-24,BMO,"date
2025-07-23 04:00:00   NaN
2025-07-24 04:00:00   NaN
dtype: float64","date
2025-07-24 04:00:00    3.45
dtype: float64","date
2025-07-24 04:00:00   -0.33
dtype: float64","date
2025-07-24 04:00:00    3.08
dtype: float64",273529670,411914980
CNP,2025-10-23,BMO,"date
2025-10-22 04:00:00   NaN
2025-10-23 04:00:00   NaN
dtype: float64","date
2025-10-23 04:00:00    0.0
dtype: float64","date
2025-10-23 04:00:00   -2.91
dtype: float64","date
2025-10-23 04:00:00   -2.2
dtype: float64",173014438,279449144
CF,2024-02-22,AMC,"date
2024-02-22 05:00:00   NaN
2024-02-23 05:00:00   NaN
dtype: float64","date
2024-02-23 05:00:00    2.53
dtype: float64","date
2024-02-23 05:00:00   -0.28
dtype: float64","date
2024-02-23 05:00:00    1.4
dtype: float64",172869220,212305211
CRL,2024-02-14,BMO,"date
2024-02-13 05:00:00   NaN
2024-02-14 05:00:00   NaN
dtype: float64","date
2024-02-14 05:00:00    8.18
dtype: float64","date
2024-02-14 05:00:00   -0.82
dtype: float64","date
2024-02-14 05:00:00    8.05
dtype: float64",200624985,375507980
CRL,2025-02-19,BMO,"date
2025-02-18 05:00:00   NaN
2025-02-19 05:00:00   NaN
dtype: float64","date
2025-02-19 05:00:00    4.5
dtype: float64","date
2025-02-19 05:00:00   -2.59
dtype: float64","date
2025-02-19 05:00:00    3.59
dtype: float64",294884591,316207752
CRL,2024-05-09,BMO,"date
2024-05-08 04:00:00   NaN
2024-05-09 04:00:00   NaN
dtype: float64","date
2024-05-09 04:00:00    1.23
dtype: float64","date
2024-05-09 04:00:00   -4.24
dtype: float64","date
2024-05-09 04:00:00   -2.5
dtype: float64",143602428,237042884
CRL,2024-08-07,BMO,"date
2024-08-06 04:00:00   NaN
2024-08-07 04:00:00   NaN
dtype: float64","date
2024-08-07 04:00:00    9.34
dtype: float64","date
2024-08-07 04:00:00    0.0
dtype: float64","date
2024-08-07 04:00:00    4.23
dtype: float64",170736280,758703795
CRL,2024-11-06,BMO,"date
2024-11-05 05:00:00   NaN
2024-11-06 05:00:00   NaN
dtype: float64","date
2024-11-06 05:00:00    0.45
dtype: float64","date
2024-11-06 05:00:00   -8.93
dtype: float64","date
2024-11-06 05:00:00   -6.46
dtype: float64",188256224,523137959
CRL,2025-05-07,BMO,"date
2025-05-06 04:00:00   NaN
2025-05-07 04:00:00   NaN
dtype: float64","date
2025-05-07 04:00:00    2.65
dtype: float64","date
2025-05-07 04:00:00   -6.9
dtype: float64","date
2025-05-07 04:00:00   -2.88
dtype: float64",241146655,597245408
CRL,2025-08-06,BMO,"date
2025-08-05 04:00:00   NaN
2025-08-06 04:00:00   NaN
dtype: float64","date
2025-08-06 04:00:00    3.52
dtype: float64","date
2025-08-06 04:00:00   -4.39
dtype: float64","date
2025-08-06 04:00:00   -4.36
dtype: float64",232105297,352288477
CRL,2025-11-05,BMO,"date
2025-11-04 05:00:00   NaN
2025-11-05 05:00:00   NaN
dtype: float64","date
2025-11-05 05:00:00    4.19
dtype: float64","date
2025-11-05 05:00:00   -2.01
dtype: float64","date
2025-11-05 05:00:00    2.7
dtype: float64",208577500,461633729
CHTR,2024-02-02,BMO,"date
2024-02-01 05:00:00   NaN
2024-02-02 05:00:00   NaN
dtype: float64","date
2024-02-02 05:00:00    0.01
dtype: float64","date
2024-02-02 05:00:00   -8.25
dtype: float64","date
2024-02-02 05:00:00   -7.47
dtype: float64",898412973,1715719447
CHTR,2024-04-26,BMO,"date
2024-04-25 04:00:00   NaN
2024-04-26 04:00:00   NaN
dtype: float64","date
2024-04-26 04:00:00    7.55
dtype: float64","date
2024-04-26 04:00:00   -1.21
dtype: float64","date
2024-04-26 04:00:00    6.55
dtype: float64",562949679,621328737
CHTR,2024-07-26,BMO,"date
2024-07-25 04:00:00   NaN
2024-07-26 04:00:00   NaN
dtype: float64","date
2024-07-26 04:00:00    5.67
dtype: float64","date
2024-07-26 04:00:00   -0.77
dtype: float64","date
2024-07-26 04:00:00    2.76
dtype: float64",489973022,1775359159
CHTR,2024-11-01,BMO,"date
2024-10-31 04:00:00   NaN
2024-11-01 04:00:00   NaN
dtype: float64","date
2024-11-01 04:00:00    6.06
dtype: float64","date
2024-11-01 04:00:00   -1.06
dtype: float64","date
2024-11-01 04:00:00    1.63
dtype: float64",712675258,1601946097
CHTR,2025-04-25,BMO,"date
2025-04-24 04:00:00   NaN
2025-04-25 04:00:00   NaN
dtype: float64","date
2025-04-25 04:00:00    4.09
dtype: float64","date
2025-04-25 04:00:00   -0.85
dtype: float64","date
2025-04-25 04:00:00    3.94
dtype: float64",728237837,971483680
